tick,type,key,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,note,velocity
16644,note_on,,116,0,1,,,,,,,,,,,,,,0,84,83
16712,note_on,,68,0,1,,,,,,,,,,,,,,0,84,0
16876,note_on,,164,0,1,,,,,,,,,,,,,,0,72,84
16958,note_on,,82,0,1,,,,,,,,,,,,,,0,72,0
17118,note_on,,160,0,1,,,,,,,,,,,,,,0,67,0
17130,note_on,,12,0,1,,,,,,,,,,,,,,0,64,0
17132,note_on,,2,0,1,,,,,,,,,,,,,,0,69,31
17134,note_on,,2,0,1,,,,,,,,,,,,,,0,74,79
17150,note_on,,16,0,1,,,,,,,,,,,,,,0,65,24
17174,note_on,,24,0,1,,,,,,,,,,,,,,0,74,0
17200,note_on,,26,0,1,,,,,,,,,,,,,,0,76,54
17254,note_on,,54,0,1,,,,,,,,,,,,,,0,76,0
17266,note_on,,12,0,1,,,,,,,,,,,,,,0,74,41
17324,note_on,,58,0,1,,,,,,,,,,,,,,0,74,0
17336,note_on,,12,0,1,,,,,,,,,,,,,,0,76,47
17392,note_on,,56,0,1,,,,,,,,,,,,,,0,76,0
17406,note_on,,14,0,1,,,,,,,,,,,,,,0,74,57
17450,note_on,,44,0,1,,,,,,,,,,,,,,0,74,0
17470,note_on,,20,0,1,,,,,,,,,,,,,,0,76,49
17524,note_on,,54,0,1,,,,,,,,,,,,,,0,74,65
17530,note_on,,6,0,1,,,,,,,,,,,,,,0,76,0
17616,note_on,,86,0,1,,,,,,,,,,,,,,0,72,44
17620,note_on,,4,0,1,,,,,,,,,,,,,,0,74,0
17678,note_on,,58,0,1,,,,,,,,,,,,,,0,72,0
17838,note_on,,160,0,1,,,,,,,,,,,,,,0,69,0
17844,note_on,,6,0,1,,,,,,,,,,,,,,0,65,0
17850,note_on,,6,0,1,,,,,,,,,,,,,,0,72,53
17868,note_on,,18,0,1,,,,,,,,,,,,,,0,67,25
17882,note_on,,14,0,1,,,,,,,,,,,,,,0,64,29
17916,note_on,,34,0,1,,,,,,,,,,,,,,0,72,0
18098,note_on,,182,0,1,,,,,,,,,,,,,,0,84,54
18158,note_on,,60,0,1,,,,,,,,,,,,,,0,84,0
18330,note_on,,172,0,1,,,,,,,,,,,,,,0,72,52
18384,note_on,,54,0,1,,,,,,,,,,,,,,0,72,0
18566,note_on,,182,0,1,,,,,,,,,,,,,,0,74,61
18569,note_on,,3,0,1,,,,,,,,,,,,,,0,67,0
18569,note_on,,0,0,1,,,,,,,,,,,,,,0,69,24
18574,note_on,,5,0,1,,,,,,,,,,,,,,0,64,0
18602,note_on,,28,0,1,,,,,,,,,,,,,,0,65,13
18608,note_on,,6,0,1,,,,,,,,,,,,,,0,74,0
18628,note_on,,20,0,1,,,,,,,,,,,,,,0,76,45
18691,note_on,,63,0,1,,,,,,,,,,,,,,0,76,0
18698,note_on,,7,0,1,,,,,,,,,,,,,,0,74,32
18762,note_on,,64,0,1,,,,,,,,,,,,,,0,74,0
18786,note_on,,24,0,1,,,,,,,,,,,,,,0,76,20
18802,note_on,,16,0,1,,,,,,,,,,,,,,0,74,34
18862,note_on,,60,0,1,,,,,,,,,,,,,,0,74,0
18954,note_on,,92,0,1,,,,,,,,,,,,,,0,74,33
19000,note_on,,46,0,1,,,,,,,,,,,,,,0,76,0
19062,note_on,,62,0,1,,,,,,,,,,,,,,0,74,0
19064,note_on,,2,0,1,,,,,,,,,,,,,,0,72,40
19138,note_on,,74,0,1,,,,,,,,,,,,,,0,72,0
19288,note_on,,150,0,1,,,,,,,,,,,,,,0,69,0
19300,note_on,,12,0,1,,,,,,,,,,,,,,0,65,0
19303,note_on,,3,0,1,,,,,,,,,,,,,,0,72,42
19306,note_on,,3,0,1,,,,,,,,,,,,,,0,64,24
19316,note_on,,10,0,1,,,,,,,,,,,,,,0,67,22
19552,note_on,,236,0,1,,,,,,,,,,,,,,0,64,0
19558,note_on,,6,0,1,,,,,,,,,,,,,,0,72,0
19564,control_change,,6,0,1,,,,,,,,,,,,64,127,0,,
19578,note_on,,14,0,1,,,,,,,,,,,,,,0,84,59
19600,note_on,,22,0,1,,,,,,,,,,,,,,0,62,31
19686,note_on,,86,0,1,,,,,,,,,,,,,,0,67,0
19762,note_on,,76,0,1,,,,,,,,,,,,,,0,62,0
19810,note_on,,48,0,1,,,,,,,,,,,,,,0,82,59
19828,note_on,,18,0,1,,,,,,,,,,,,,,0,60,39
19880,note_on,,52,0,1,,,,,,,,,,,,,,0,84,0
20042,control_change,,162,0,1,,,,,,,,,,,,64,0,0,,
20050,note_on,,8,0,1,,,,,,,,,,,,,,0,81,65
20062,note_on,,12,0,1,,,,,,,,,,,,,,0,60,0
20070,note_on,,8,0,1,,,,,,,,,,,,,,0,69,33
20090,note_on,,20,0,1,,,,,,,,,,,,,,0,65,21
20142,note_on,,52,0,1,,,,,,,,,,,,,,0,82,0
20304,note_on,,162,0,1,,,,,,,,,,,,,,0,79,76
20374,note_on,,70,0,1,,,,,,,,,,,,,,0,81,0
20426,control_change,,52,0,1,,,,,,,,,,,,64,127,0,,
20528,note_on,,102,0,1,,,,,,,,,,,,,,0,58,24
20532,note_on,,4,0,1,,,,,,,,,,,,,,0,79,0
20544,note_on,,12,0,1,,,,,,,,,,,,,,0,77,78
20558,note_on,,14,0,1,,,,,,,,,,,,,,0,65,0
20652,note_on,,94,0,1,,,,,,,,,,,,,,0,77,0
20794,control_change,,142,0,1,,,,,,,,,,,,64,0,0,,
20800,note_on,,6,0,1,,,,,,,,,,,,,,0,77,64
20812,note_on,,12,0,1,,,,,,,,,,,,,,0,60,35
20832,note_on,,20,0,1,,,,,,,,,,,,,,0,58,0
21036,note_on,,204,0,1,,,,,,,,,,,,,,0,79,53
21039,note_on,,3,0,1,,,,,,,,,,,,,,0,77,0
21206,note_on,,167,0,1,,,,,,,,,,,,,,0,69,0
21248,note_on,,42,0,1,,,,,,,,,,,,,,0,76,50
21251,note_on,,3,0,1,,,,,,,,,,,,,,0,79,0
21254,note_on,,3,0,1,,,,,,,,,,,,,,0,67,36
21284,note_on,,30,0,1,,,,,,,,,,,,,,0,60,0
21326,note_on,,42,0,1,,,,,,,,,,,,,,0,67,0
21434,note_on,,108,0,1,,,,,,,,,,,,,,0,76,0
21472,note_on,,38,0,1,,,,,,,,,,,,,,0,65,50
21484,note_on,,12,0,1,,,,,,,,,,,,,,0,77,47
21522,note_on,,38,0,1,,,,,,,,,,,,,,0,65,0
21532,note_on,,10,0,1,,,,,,,,,,,,,,0,77,0
21550,note_on,,18,0,1,,,,,,,,,,,,,,0,79,56
21604,note_on,,54,0,1,,,,,,,,,,,,,,0,77,50
21610,note_on,,6,0,1,,,,,,,,,,,,,,0,79,0
21666,note_on,,56,0,1,,,,,,,,,,,,,,0,77,0
21684,note_on,,18,0,1,,,,,,,,,,,,,,0,60,34
21706,note_on,,22,0,1,,,,,,,,,,,,,,0,79,30
21758,note_on,,52,0,1,,,,,,,,,,,,,,0,60,0
21766,note_on,,8,0,1,,,,,,,,,,,,,,0,77,38
21770,note_on,,4,0,1,,,,,,,,,,,,,,0,79,0
21810,note_on,,40,0,1,,,,,,,,,,,,,,0,79,36
21824,note_on,,14,0,1,,,,,,,,,,,,,,0,77,0
21862,note_on,,38,0,1,,,,,,,,,,,,,,0,53,73
21874,note_on,,12,0,1,,,,,,,,,,,,,,0,79,0
21894,note_on,,20,0,1,,,,,,,,,,,,,,0,77,9
21906,note_on,,12,0,1,,,,,,,,,,,,,,0,53,0
21932,note_on,,26,0,1,,,,,,,,,,,,,,0,79,22
22006,note_on,,74,0,1,,,,,,,,,,,,,,0,79,0
22108,note_on,,102,0,1,,,,,,,,,,,,,,0,48,57
22258,note_on,,150,0,1,,,,,,,,,,,,,,0,77,0
22336,note_on,,78,0,1,,,,,,,,,,,,,,0,79,72
22382,note_on,,46,0,1,,,,,,,,,,,,,,0,79,0
22548,note_on,,166,0,1,,,,,,,,,,,,,,0,72,61
22580,note_on,,32,0,1,,,,,,,,,,,,,,0,48,0
22600,note_on,,20,0,1,,,,,,,,,,,,,,0,72,0
22780,note_on,,180,0,1,,,,,,,,,,,,,,0,81,67
22784,note_on,,4,0,1,,,,,,,,,,,,,,0,77,60
22794,note_on,,10,0,1,,,,,,,,,,,,,,0,65,32
22828,note_on,,34,0,1,,,,,,,,,,,,,,0,77,0
22852,note_on,,24,0,1,,,,,,,,,,,,,,0,65,0
22852,note_on,,0,0,1,,,,,,,,,,,,,,0,79,50
22918,note_on,,66,0,1,,,,,,,,,,,,,,0,79,0
22921,note_on,,3,0,1,,,,,,,,,,,,,,0,77,28
22986,note_on,,65,0,1,,,,,,,,,,,,,,0,77,0
22992,note_on,,6,0,1,,,,,,,,,,,,,,0,79,64
23006,note_on,,14,0,1,,,,,,,,,,,,,,0,60,49
23058,note_on,,52,0,1,,,,,,,,,,,,,,0,79,0
23061,note_on,,3,0,1,,,,,,,,,,,,,,0,60,0
23072,note_on,,11,0,1,,,,,,,,,,,,,,0,77,45
23126,note_on,,54,0,1,,,,,,,,,,,,,,0,77,0
23142,note_on,,16,0,1,,,,,,,,,,,,,,0,79,54
23200,note_on,,58,0,1,,,,,,,,,,,,,,0,79,0
23206,note_on,,6,0,1,,,,,,,,,,,,,,0,77,55
23218,note_on,,12,0,1,,,,,,,,,,,,,,0,53,63
23254,note_on,,36,0,1,,,,,,,,,,,,,,0,77,0
23268,note_on,,14,0,1,,,,,,,,,,,,,,0,53,0
23278,note_on,,10,0,1,,,,,,,,,,,,,,0,79,59
23328,note_on,,50,0,1,,,,,,,,,,,,,,0,77,60
23364,note_on,,36,0,1,,,,,,,,,,,,,,0,79,0
23452,note_on,,88,0,1,,,,,,,,,,,,,,0,48,54
23616,note_on,,164,0,1,,,,,,,,,,,,,,0,81,0
23622,note_on,,6,0,1,,,,,,,,,,,,,,0,77,0
23684,note_on,,62,0,1,,,,,,,,,,,,,,0,79,77
23724,note_on,,40,0,1,,,,,,,,,,,,,,0,79,0
23902,note_on,,178,0,1,,,,,,,,,,,,,,0,72,69
23904,note_on,,2,0,1,,,,,,,,,,,,,,0,48,0
23948,note_on,,44,0,1,,,,,,,,,,,,,,0,72,0
24128,note_on,,180,0,1,,,,,,,,,,,,,,0,81,77
24130,note_on,,2,0,1,,,,,,,,,,,,,,0,65,68
24130,note_on,,0,0,1,,,,,,,,,,,,,,0,77,66
24172,note_on,,42,0,1,,,,,,,,,,,,,,0,77,0
24175,note_on,,3,0,1,,,,,,,,,,,,,,0,65,0
24194,note_on,,19,0,1,,,,,,,,,,,,,,0,79,59
24254,note_on,,60,0,1,,,,,,,,,,,,,,0,79,0
24272,note_on,,18,0,1,,,,,,,,,,,,,,0,77,36
24330,note_on,,58,0,1,,,,,,,,,,,,,,0,77,0
24334,note_on,,4,0,1,,,,,,,,,,,,,,0,79,63
24350,note_on,,16,0,1,,,,,,,,,,,,,,0,60,50
24402,note_on,,52,0,1,,,,,,,,,,,,,,0,79,0
24408,note_on,,6,0,1,,,,,,,,,,,,,,0,60,0
24414,note_on,,6,0,1,,,,,,,,,,,,,,0,77,54
24470,note_on,,56,0,1,,,,,,,,,,,,,,0,77,0
24488,note_on,,18,0,1,,,,,,,,,,,,,,0,79,55
24544,note_on,,56,0,1,,,,,,,,,,,,,,0,53,92
24544,note_on,,0,0,1,,,,,,,,,,,,,,0,77,60
24550,note_on,,6,0,1,,,,,,,,,,,,,,0,79,0
24580,note_on,,30,0,1,,,,,,,,,,,,,,0,53,0
24608,note_on,,28,0,1,,,,,,,,,,,,,,0,77,0
24628,note_on,,20,0,1,,,,,,,,,,,,,,0,79,73
24692,note_on,,64,0,1,,,,,,,,,,,,,,0,77,52
24712,note_on,,20,0,1,,,,,,,,,,,,,,0,79,0
24818,note_on,,106,0,1,,,,,,,,,,,,,,0,36,81
25024,note_on,,206,0,1,,,,,,,,,,,,,,0,79,85
25044,note_on,,20,0,1,,,,,,,,,,,,,,0,36,0
25084,note_on,,40,0,1,,,,,,,,,,,,,,0,77,0
25087,note_on,,3,0,1,,,,,,,,,,,,,,0,81,0
25108,note_on,,21,0,1,,,,,,,,,,,,,,0,79,0
25228,note_on,,120,0,1,,,,,,,,,,,,,,0,64,63
25231,note_on,,3,0,1,,,,,,,,,,,,,,0,72,76
25270,note_on,,39,0,1,,,,,,,,,,,,,,0,64,0
25276,note_on,,6,0,1,,,,,,,,,,,,,,0,72,0
25480,note_on,,204,0,1,,,,,,,,,,,,,,0,77,80
25482,note_on,,2,0,1,,,,,,,,,,,,,,0,81,83
25485,note_on,,3,0,1,,,,,,,,,,,,,,0,65,60
25662,note_on,,177,0,1,,,,,,,,,,,,,,0,77,0
25706,note_on,,44,0,1,,,,,,,,,,,,,,0,82,79
25714,note_on,,8,0,1,,,,,,,,,,,,,,0,79,82
25730,note_on,,16,0,1,,,,,,,,,,,,,,0,81,0
25938,note_on,,208,0,1,,,,,,,,,,,,,,0,79,0
25940,note_on,,2,0,1,,,,,,,,,,,,,,0,82,0
25948,note_on,,8,0,1,,,,,,,,,,,,,,0,84,86
25948,note_on,,0,0,1,,,,,,,,,,,,,,0,81,65
26024,note_on,,76,0,1,,,,,,,,,,,,,,0,65,0
26190,note_on,,166,0,1,,,,,,,,,,,,,,0,58,59
26190,note_on,,0,0,1,,,,,,,,,,,,,,0,65,66
26193,note_on,,3,0,1,,,,,,,,,,,,,,0,62,63
26390,note_on,,197,0,1,,,,,,,,,,,,,,0,81,0
26408,note_on,,18,0,1,,,,,,,,,,,,,,0,82,68
26411,note_on,,3,0,1,,,,,,,,,,,,,,0,79,82
26478,note_on,,67,0,1,,,,,,,,,,,,,,0,84,0
26592,note_on,,114,0,1,,,,,,,,,,,,,,0,79,0
26638,note_on,,46,0,1,,,,,,,,,,,,,,0,77,67
26638,note_on,,0,0,1,,,,,,,,,,,,,,0,81,78
26676,note_on,,38,0,1,,,,,,,,,,,,,,0,82,0
26692,note_on,,16,0,1,,,,,,,,,,,,,,0,65,0
26695,note_on,,3,0,1,,,,,,,,,,,,,,0,62,0
26738,note_on,,43,0,1,,,,,,,,,,,,,,0,58,0
26740,control_change,,2,0,1,,,,,,,,,,,,64,127,0,,
26768,note_on,,28,0,1,,,,,,,,,,,,,,0,77,0
26816,control_change,,48,0,1,,,,,,,,,,,,64,0,0,,
26874,note_on,,58,0,1,,,,,,,,,,,,,,0,60,68
26876,note_on,,2,0,1,,,,,,,,,,,,,,0,79,88
26882,note_on,,6,0,1,,,,,,,,,,,,,,0,48,54
26904,note_on,,22,0,1,,,,,,,,,,,,,,0,81,0
26980,note_on,,76,0,1,,,,,,,,,,,,,,0,79,0
26986,note_on,,6,0,1,,,,,,,,,,,,,,0,77,75
27086,note_on,,100,0,1,,,,,,,,,,,,,,0,76,79
27114,note_on,,28,0,1,,,,,,,,,,,,,,0,77,0
27192,note_on,,78,0,1,,,,,,,,,,,,,,0,74,82
27210,note_on,,18,0,1,,,,,,,,,,,,,,0,76,0
27288,note_on,,78,0,1,,,,,,,,,,,,,,0,72,64
27300,note_on,,12,0,1,,,,,,,,,,,,,,0,74,0
27392,note_on,,92,0,1,,,,,,,,,,,,,,0,70,69
27412,note_on,,20,0,1,,,,,,,,,,,,,,0,72,0
27474,note_on,,62,0,1,,,,,,,,,,,,,,0,60,0
27496,note_on,,22,0,1,,,,,,,,,,,,,,0,69,63
27506,note_on,,10,0,1,,,,,,,,,,,,,,0,48,0
27550,note_on,,44,0,1,,,,,,,,,,,,,,0,70,0
27598,note_on,,48,0,1,,,,,,,,,,,,,,0,67,73
27622,note_on,,24,0,1,,,,,,,,,,,,,,0,69,0
27678,note_on,,56,0,1,,,,,,,,,,,,,,0,67,0
27690,note_on,,12,0,1,,,,,,,,,,,,,,0,65,56
27794,note_on,,104,0,1,,,,,,,,,,,,,,0,64,67
27804,note_on,,10,0,1,,,,,,,,,,,,,,0,65,0
27862,note_on,,58,0,1,,,,,,,,,,,,,,0,64,0
27886,note_on,,24,0,1,,,,,,,,,,,,,,0,62,60
27934,note_on,,48,0,1,,,,,,,,,,,,,,0,62,0
27962,note_on,,28,0,1,,,,,,,,,,,,,,0,60,73
28034,note_on,,72,0,1,,,,,,,,,,,,,,0,60,0
28068,note_on,,34,0,1,,,,,,,,,,,,,,0,53,103
28071,note_on,,3,0,1,,,,,,,,,,,,,,0,69,63
28074,note_on,,3,0,1,,,,,,,,,,,,,,0,65,70
28122,note_on,,48,0,1,,,,,,,,,,,,,,0,53,0
28130,note_on,,8,0,1,,,,,,,,,,,,,,0,65,0
28170,note_on,,40,0,1,,,,,,,,,,,,,,0,67,51
28228,note_on,,58,0,1,,,,,,,,,,,,,,0,67,0
28230,note_on,,2,0,1,,,,,,,,,,,,,,0,65,43
28288,note_on,,58,0,1,,,,,,,,,,,,,,0,48,70
28290,note_on,,2,0,1,,,,,,,,,,,,,,0,65,0
28294,note_on,,4,0,1,,,,,,,,,,,,,,0,67,63
28336,note_on,,42,0,1,,,,,,,,,,,,,,0,48,0
28356,note_on,,20,0,1,,,,,,,,,,,,,,0,67,0
28374,note_on,,18,0,1,,,,,,,,,,,,,,0,65,48
28428,note_on,,54,0,1,,,,,,,,,,,,,,0,65,0
28438,note_on,,10,0,1,,,,,,,,,,,,,,0,67,46
28498,note_on,,60,0,1,,,,,,,,,,,,,,0,67,0
28498,note_on,,0,0,1,,,,,,,,,,,,,,0,41,83
28510,note_on,,12,0,1,,,,,,,,,,,,,,0,65,55
28546,note_on,,36,0,1,,,,,,,,,,,,,,0,41,0
28558,note_on,,12,0,1,,,,,,,,,,,,,,0,65,0
28562,note_on,,4,0,1,,,,,,,,,,,,,,0,67,63
28632,note_on,,70,0,1,,,,,,,,,,,,,,0,69,0
28638,note_on,,6,0,1,,,,,,,,,,,,,,0,67,0
28638,note_on,,0,0,1,,,,,,,,,,,,,,0,65,52
28736,note_on,,98,0,1,,,,,,,,,,,,,,0,69,2
28762,note_on,,26,0,1,,,,,,,,,,,,,,0,36,76
28876,note_on,,114,0,1,,,,,,,,,,,,,,0,69,0
28916,note_on,,40,0,1,,,,,,,,,,,,,,0,65,0
28982,note_on,,66,0,1,,,,,,,,,,,,,,0,67,66
29028,note_on,,46,0,1,,,,,,,,,,,,,,0,67,0
29200,note_on,,172,0,1,,,,,,,,,,,,,,0,60,67
29205,note_on,,5,0,1,,,,,,,,,,,,,,0,36,0
29250,note_on,,45,0,1,,,,,,,,,,,,,,0,60,0
29416,note_on,,166,0,1,,,,,,,,,,,,,,0,69,45
29418,note_on,,2,0,1,,,,,,,,,,,,,,0,65,43
29421,note_on,,3,0,1,,,,,,,,,,,,,,0,53,73
29458,note_on,,37,0,1,,,,,,,,,,,,,,0,67,62
29470,note_on,,12,0,1,,,,,,,,,,,,,,0,65,0
29470,note_on,,0,0,1,,,,,,,,,,,,,,0,53,0
29514,note_on,,44,0,1,,,,,,,,,,,,,,0,67,0
29564,note_on,,50,0,1,,,,,,,,,,,,,,0,65,26
29596,note_on,,32,0,1,,,,,,,,,,,,,,0,67,57
29632,note_on,,36,0,1,,,,,,,,,,,,,,0,48,37
29635,note_on,,3,0,1,,,,,,,,,,,,,,0,65,0
29668,note_on,,33,0,1,,,,,,,,,,,,,,0,67,0
29688,note_on,,20,0,1,,,,,,,,,,,,,,0,65,27
29694,note_on,,6,0,1,,,,,,,,,,,,,,0,48,0
29706,note_on,,12,0,1,,,,,,,,,,,,,,0,69,0
29752,note_on,,46,0,1,,,,,,,,,,,,,,0,65,0
29752,note_on,,0,0,1,,,,,,,,,,,,,,0,67,37
29816,note_on,,64,0,1,,,,,,,,,,,,,,0,67,0
29828,note_on,,12,0,1,,,,,,,,,,,,,,0,65,52
29840,note_on,,12,0,1,,,,,,,,,,,,,,0,41,64
29876,note_on,,36,0,1,,,,,,,,,,,,,,0,65,0
29884,note_on,,8,0,1,,,,,,,,,,,,,,0,67,60
29887,note_on,,3,0,1,,,,,,,,,,,,,,0,41,0
29964,note_on,,77,0,1,,,,,,,,,,,,,,0,65,33
29970,note_on,,6,0,1,,,,,,,,,,,,,,0,67,0
30090,note_on,,120,0,1,,,,,,,,,,,,,,0,69,2
30134,note_on,,44,0,1,,,,,,,,,,,,,,0,36,64
30376,note_on,,242,0,1,,,,,,,,,,,,,,0,65,0
30382,note_on,,6,0,1,,,,,,,,,,,,,,0,67,35
30392,note_on,,10,0,1,,,,,,,,,,,,,,0,69,0
30450,note_on,,58,0,1,,,,,,,,,,,,,,0,67,0
30572,note_on,,122,0,1,,,,,,,,,,,,,,0,36,0
30604,note_on,,32,0,1,,,,,,,,,,,,,,0,60,52
30670,note_on,,66,0,1,,,,,,,,,,,,,,0,60,0
30846,note_on,,176,0,1,,,,,,,,,,,,,,0,69,52
30856,note_on,,10,0,1,,,,,,,,,,,,,,0,53,70
30856,note_on,,0,0,1,,,,,,,,,,,,,,0,65,44
31078,note_on,,222,0,1,,,,,,,,,,,,,,0,67,71
31124,note_on,,46,0,1,,,,,,,,,,,,,,0,69,0
31124,note_on,,0,0,1,,,,,,,,,,,,,,0,65,0
31176,note_on,,52,0,1,,,,,,,,,,,,,,0,67,0
31254,note_on,,78,0,1,,,,,,,,,,,,,,0,53,0
31302,note_on,,48,0,1,,,,,,,,,,,,,,0,58,42
31306,note_on,,4,0,1,,,,,,,,,,,,,,0,62,67
31308,note_on,,2,0,1,,,,,,,,,,,,,,0,65,74
31356,note_on,,48,0,1,,,,,,,,,,,,,,0,62,0
31434,note_on,,78,0,1,,,,,,,,,,,,,,0,65,0
31500,note_on,,66,0,1,,,,,,,,,,,,,,0,58,0
31562,note_on,,62,0,1,,,,,,,,,,,,,,0,69,57
31566,note_on,,4,0,1,,,,,,,,,,,,,,0,65,50
31608,note_on,,42,0,1,,,,,,,,,,,,,,0,60,29
31740,note_on,,132,0,1,,,,,,,,,,,,,,0,65,0
31798,note_on,,58,0,1,,,,,,,,,,,,,,0,70,43
31814,note_on,,16,0,1,,,,,,,,,,,,,,0,69,0
31976,note_on,,162,0,1,,,,,,,,,,,,,,0,70,0
31992,note_on,,16,0,1,,,,,,,,,,,,,,0,60,0
32036,note_on,,44,0,1,,,,,,,,,,,,,,0,64,35
32040,control_change,,4,0,1,,,,,,,,,,,,64,127,0,,
32054,note_on,,14,0,1,,,,,,,,,,,,,,0,48,25
32054,note_on,,0,0,1,,,,,,,,,,,,,,0,67,36
32118,note_on,,64,0,1,,,,,,,,,,,,,,0,48,0
32136,note_on,,18,0,1,,,,,,,,,,,,,,0,64,0
32144,note_on,,8,0,1,,,,,,,,,,,,,,0,67,0
32302,control_change,,158,0,1,,,,,,,,,,,,64,0,0,,
32326,note_on,,24,0,1,,,,,,,,,,,,,,0,65,47
32358,note_on,,32,0,1,,,,,,,,,,,,,,0,53,25
32358,note_on,,0,0,1,,,,,,,,,,,,,,0,41,37
32508,note_on,,150,0,1,,,,,,,,,,,,,,0,67,47
32536,note_on,,28,0,1,,,,,,,,,,,,,,0,65,0
32582,note_on,,46,0,1,,,,,,,,,,,,,,0,69,49
32592,note_on,,10,0,1,,,,,,,,,,,,,,0,67,0
32594,control_change,,2,0,1,,,,,,,,,,,,64,127,0,,
32662,note_on,,68,0,1,,,,,,,,,,,,,,0,69,0
32670,note_on,,8,0,1,,,,,,,,,,,,,,0,70,46
32710,note_on,,40,0,1,,,,,,,,,,,,,,0,53,0
32726,note_on,,16,0,1,,,,,,,,,,,,,,0,70,0
32738,note_on,,12,0,1,,,,,,,,,,,,,,0,72,58
32780,note_on,,42,0,1,,,,,,,,,,,,,,0,41,0
32788,note_on,,8,0,1,,,,,,,,,,,,,,0,72,0
32808,note_on,,20,0,1,,,,,,,,,,,,,,0,74,70
32850,note_on,,42,0,1,,,,,,,,,,,,,,0,74,0
32858,note_on,,8,0,1,,,,,,,,,,,,,,0,76,56
32904,note_on,,46,0,1,,,,,,,,,,,,,,0,76,0
32930,note_on,,26,0,1,,,,,,,,,,,,,,0,77,66
32948,control_change,,18,0,1,,,,,,,,,,,,64,0,0,,
32974,note_on,,26,0,1,,,,,,,,,,,,,,0,77,0
